Country,Year,COW,CIRI,SPEECHLCK,ASSOCIATIONLCK,ASSEMBLYLCK,PRESSLCK,RELIGIONLCK,STRIKELCK,HABEASLCK,PUBLICTRIALLCK,FAIRTRIALLCK,TORTURELCK
Uzbekistan,1998,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,1998,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1998,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1998,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,1998,679,680,0,0,0,0,0,0,1,1,0,1
Zambia,1998,551,695,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1998,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,1999,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1999,339,104,1,1,1,1,1,1,0,1,2,2
Algeria,1999,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1999,540,113,1,1,1,0,0,1,2,1,1,2
Argentina,1999,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,1999,371,122,1,1,1,0,1,0,1,1,0,1
Australia,1999,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1999,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,1999,373,131,1,1,0,2,1,1,2,1,0,0
Bahamas,1999,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1999,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1999,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,1999,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,1999,370,146,1,1,1,1,1,0,1,1,0,1
Belgium,1999,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1999,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1999,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,1999,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1999,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,1999,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,1999,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1999,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1999,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1999,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,1999,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,1999,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1999,516,185,1,1,1,1,1,1,0,1,0,2
Cambodia,1999,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,1999,471,191,1,1,1,1,2,1,0,0,2,2
Canada,1999,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1999,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,1999,482,200,1,1,1,1,1,1,0,0,0,2
Chad,1999,483,203,1,1,1,1,1,1,0,0,0,2
Chile,1999,155,206,1,1,1,1,1,0,2,0,0,2
China,1999,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1999,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,1999,581,215,1,1,1,1,0,1,0,1,0,0
Congo Kinshasa,1999,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1999,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,1999,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1999,437,227,0,0,0,0,0,0,0,0,0,0
Croatia,1999,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,1999,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1999,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,1999,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,1999,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1999,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,1999,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1999,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1999,130,260,1,1,1,0,1,0,2,1,1,1
Egypt,1999,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1999,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1999,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,1999,531,272,1,1,1,1,1,1,2,0,1,0
Estonia,1999,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,1999,530,278,1,1,1,1,1,2,2,1,0,2
Fiji,1999,950,281,1,1,1,1,1,0,1,1,1,2
Finland,1999,375,284,1,1,1,1,2,2,0,2,2,2
France,1999,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1999,481,290,1,1,0,0,1,0,0,0,0,1
Gambia,1999,420,293,1,1,1,1,1,0,1,1,1,1
Georgia,1999,372,296,2,1,1,1,2,1,2,1,0,2
Germany,1999,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1999,452,302,1,1,1,1,1,0,1,1,1,1
Greece,1999,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1999,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1999,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1999,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,1999,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,1999,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1999,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1999,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1999,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,1999,395,332,1,1,1,1,1,0,2,0,0,0
India,1999,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1999,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1999,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1999,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1999,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1999,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1999,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1999,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1999,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1999,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,1999,705,365,1,1,1,0,0,1,1,0,0,1
Kenya,1999,501,368,1,1,1,0,1,0,1,1,1,2
"Korea, North",1999,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1999,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1999,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,1999,703,383,1,1,1,1,1,1,0,0,0,0
Laos,1999,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,1999,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,1999,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1999,570,395,1,1,1,0,0,1,0,1,2,2
Liberia,1999,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1999,620,401,0,0,0,0,0,0,0,0,0,0
Liechtenstein,1999,213,404,1,1,1,1,1,0,0,0,0,0
Lithuania,1999,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,1999,212,410,1,2,1,1,1,1,0,1,0,1
Macedonia,1999,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,1999,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,1999,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,1999,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1999,781,425,1,1,1,0,0,0,0,0,0,1
Mali,1999,432,428,1,0,0,1,1,1,0,0,0,2
Malta,1999,338,431,1,1,1,0,1,0,1,1,1,0
Marshall Islands,1999,918,434,1,1,1,0,0,0,2,1,2,2
Mauritania,1999,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,1999,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1999,70,443,1,1,1,1,1,0,2,2,0,2
Micronesia,1999,919,446,1,1,1,0,1,0,1,0,0,1
Moldova,1999,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,1999,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,1999,600,461,1,1,1,0,0,1,0,0,0,0
Mozambique,1999,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,1999,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,1999,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,1999,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1999,920,479,1,1,1,0,1,0,1,1,1,1
Nicaragua,1999,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1999,436,485,1,1,1,0,1,1,0,1,0,2
Nigeria,1999,475,488,1,1,1,1,1,0,1,1,1,2
Norway,1999,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1999,698,494,1,1,1,1,1,0,0,0,0,0
Pakistan,1999,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1999,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1999,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1999,150,509,2,1,1,2,1,1,2,1,2,2
Peru,1999,135,512,1,1,1,1,1,1,2,0,0,1
Philippines,1999,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1999,290,518,1,1,1,1,1,0,1,1,2,0
Portugal,1999,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1999,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1999,360,527,1,1,1,1,1,0,1,1,0,2
Russia,1999,365,530,1,2,1,2,2,0,2,1,0,2
Rwanda,1999,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1999,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1999,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1999,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1999,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1999,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1999,433,557,1,1,0,0,1,1,0,0,0,0
Yugoslavia,1999,345,563,2,2,1,1,2,1,2,0,0,2
Seychelles,1999,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,1999,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,1999,830,572,1,1,1,0,1,1,1,0,0,0
Slovak Republic,1999,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,1999,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,1999,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1999,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,1999,560,587,1,1,1,1,1,1,1,1,1,1
Spain,1999,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1999,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1999,625,599,1,1,1,0,1,0,0,0,0,2
Suriname,1999,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1999,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1999,380,608,1,1,1,1,2,1,2,2,0,2
Switzerland,1999,225,611,1,2,1,2,1,1,2,2,0,2
Syria,1999,652,614,1,0,0,1,1,0,0,0,0,0
Tajikistan,1999,702,620,1,1,1,1,1,1,0,1,1,1
Tanzania,1999,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1999,800,626,1,1,1,1,1,0,1,0,1,0
Togo,1999,461,629,1,1,0,1,1,1,1,0,1,1
Trinidad,1999,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1999,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1999,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,1999,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,1999,500,650,1,1,1,1,1,0,2,1,2,2
Ukraine,1999,369,653,1,1,1,0,1,1,2,0,0,2
UAE,1999,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1999,200,659,.,.,.,.,.,.,.,.,.,.
United States,1999,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1999,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,1999,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,1999,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1999,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1999,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,1999,679,680,0,0,0,0,0,0,1,1,0,1
Zambia,1999,551,695,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1999,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,2000,700,101,1,1,1,1,1,1,1,1,0,2
Albania,2000,339,104,1,1,1,1,1,1,0,1,2,2
Algeria,2000,615,107,1,1,1,0,0,1,2,0,0,1
Angola,2000,540,113,1,1,1,0,0,1,2,1,1,2
Argentina,2000,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,2000,371,122,1,1,1,0,1,0,1,1,0,1
Australia,2000,900,125,0,0,0,0,0,0,0,0,0,0
Austria,2000,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,2000,373,131,1,1,0,2,1,1,2,1,0,0
Bahamas,2000,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,2000,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,2000,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,2000,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,2000,370,146,1,1,1,1,1,0,1,1,0,1
Belgium,2000,211,149,1,2,1,2,1,0,0,1,0,0
Belize,2000,80,152,1,1,1,0,1,0,2,0,2,2
Benin,2000,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,2000,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,2000,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,2000,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,2000,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,2000,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,2000,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,2000,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,2000,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,2000,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,2000,516,185,1,1,1,1,1,1,0,1,0,2
Cambodia,2000,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,2000,471,191,1,1,1,1,2,1,0,0,2,2
Canada,2000,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,2000,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,2000,482,200,1,1,1,1,1,1,0,0,0,2
Chad,2000,483,203,1,1,1,1,1,1,0,0,0,2
Chile,2000,155,206,1,1,1,1,1,0,2,0,0,2
China,2000,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,2000,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,2000,581,215,1,1,1,1,0,1,0,1,0,0
Congo Kinshasa,2000,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,2000,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,2000,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,2000,437,227,1,1,1,0,1,1,0,0,0,2
Croatia,2000,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,2000,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,2000,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,2000,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,2000,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,2000,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,2000,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,2000,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,2000,130,260,1,1,1,0,1,0,2,1,1,1
Egypt,2000,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,2000,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,2000,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,2000,531,272,1,1,1,1,1,1,2,0,1,0
Estonia,2000,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,2000,530,278,1,1,1,1,1,2,2,1,0,2
Fiji,2000,950,281,1,1,1,1,1,0,1,1,1,2
Finland,2000,375,284,1,1,1,1,2,2,0,2,2,2
France,2000,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,2000,481,290,1,1,0,0,1,0,0,0,0,1
Gambia,2000,420,293,1,1,1,1,1,0,1,1,1,1
Georgia,2000,372,296,2,1,1,1,2,1,2,1,0,2
Germany,2000,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,2000,452,302,1,1,1,1,1,0,1,1,1,1
Greece,2000,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,2000,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,2000,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,2000,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,2000,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,2000,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,2000,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,2000,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,2000,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,2000,395,332,1,1,1,1,1,0,2,0,0,0
India,2000,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,2000,850,338,1,0,1,1,1,0,0,0,0,0
Iran,2000,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,2000,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,2000,205,347,1,0,1,0,1,0,2,1,0,0
Israel,2000,666,350,0,0,0,0,0,0,0,0,0,0
Italy,2000,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,2000,51,356,1,1,1,0,1,0,1,1,1,1
Japan,2000,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,2000,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,2000,705,365,1,1,1,0,0,1,1,0,0,1
Kenya,2000,501,368,1,1,1,0,1,0,1,1,1,2
"Korea, North",2000,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",2000,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,2000,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,2000,703,383,1,1,1,1,1,1,0,0,0,0
Laos,2000,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,2000,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,2000,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,2000,570,395,1,1,1,0,0,1,0,1,2,2
Liberia,2000,450,398,1,1,1,0,1,0,2,2,2,2
Libya,2000,620,401,0,0,0,0,0,0,0,0,0,0
Liechtenstein,2000,213,404,1,1,1,1,1,0,0,0,0,0
Lithuania,2000,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,2000,212,410,1,2,1,1,1,1,0,1,0,1
Macedonia,2000,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,2000,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,2000,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,2000,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,2000,781,425,1,1,1,0,0,0,0,0,0,1
Mali,2000,432,428,1,0,0,1,1,1,0,0,0,2
Malta,2000,338,431,1,1,1,0,1,0,1,1,1,0
Marshall Islands,2000,918,434,1,1,1,0,0,0,2,1,2,2
Mauritania,2000,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,2000,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,2000,70,443,1,1,1,1,1,0,2,2,0,2
Micronesia,2000,919,446,1,1,1,0,1,0,1,0,0,1
Moldova,2000,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,2000,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,2000,600,461,1,1,1,0,0,1,0,0,0,0
Mozambique,2000,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,2000,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,2000,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,2000,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,2000,920,479,1,1,1,0,1,0,1,1,1,1
Nicaragua,2000,93,482,1,1,1,0,1,2,2,1,0,2
Niger,2000,436,485,1,1,1,0,1,1,0,1,0,2
Nigeria,2000,475,488,1,1,1,1,1,0,1,1,1,2
Norway,2000,385,491,2,0,0,1,0,0,0,0,0,2
Oman,2000,698,494,1,1,1,1,1,0,0,0,0,0
Pakistan,2000,770,497,1,1,1,1,1,0,1,0,0,2
Panama,2000,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,2000,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,2000,150,509,2,1,1,2,1,1,2,1,2,2
Peru,2000,135,512,1,1,1,1,1,1,2,0,0,1
Philippines,2000,840,515,2,2,2,2,1,0,1,0,0,2
Poland,2000,290,518,1,1,1,1,1,0,1,1,2,0
Portugal,2000,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,2000,694,524,0,0,0,1,0,0,0,2,0,0
Romania,2000,360,527,1,1,1,1,1,0,1,1,0,2
Russia,2000,365,530,1,2,1,2,2,0,2,1,0,2
Rwanda,2000,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,2000,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,2000,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,2000,990,545,.,.,.,.,.,.,.,.,.,.
Sao Tome & Principe,2000,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,2000,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,2000,433,557,1,1,0,0,1,1,0,0,0,0
Seychelles,2000,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,2000,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,2000,830,572,1,1,1,0,1,1,1,0,0,0
Slovak Republic,2000,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,2000,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,2000,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,2000,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,2000,560,587,1,1,1,1,1,1,1,1,1,1
Spain,2000,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,2000,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,2000,625,599,1,1,1,0,1,0,0,0,0,2
Suriname,2000,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,2000,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,2000,380,608,1,1,1,1,2,1,2,2,0,2
Switzerland,2000,225,611,1,2,1,2,1,1,2,2,0,2
Syria,2000,652,614,1,0,0,1,1,0,0,0,0,0
Tajikistan,2000,702,620,1,1,1,1,1,1,0,1,1,1
Tanzania,2000,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,2000,800,626,1,1,1,1,1,0,1,0,1,0
Togo,2000,461,629,1,1,0,1,1,1,1,0,1,1
Trinidad,2000,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,2000,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,2000,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,2000,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,2000,500,650,1,1,1,1,1,0,2,1,2,2
Ukraine,2000,369,653,1,1,1,0,1,1,2,0,0,2
UAE,2000,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,2000,200,659,.,.,.,.,.,.,.,.,.,.
United States,2000,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,2000,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,2000,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,2000,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,2000,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,2000,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,2000,679,680,0,0,0,0,0,0,1,1,0,1
Yugoslavia,2000,345,692,2,2,1,1,2,1,2,0,0,2
Zambia,2000,551,695,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2000,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,2001,700,101,1,1,1,1,1,1,1,1,0,2
Albania,2001,339,104,1,1,1,1,1,1,0,1,2,2
Algeria,2001,615,107,1,1,1,0,0,1,2,0,0,1
Angola,2001,540,113,1,1,1,0,0,1,2,1,1,2
Argentina,2001,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,2001,371,122,1,1,1,0,1,0,1,1,0,1
Australia,2001,900,125,0,0,0,0,0,0,0,0,0,0
Austria,2001,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,2001,373,131,1,1,0,2,1,1,2,1,0,0
Bahamas,2001,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,2001,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,2001,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,2001,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,2001,370,146,1,1,1,1,1,0,1,1,0,1
Belgium,2001,211,149,1,2,1,2,1,0,0,1,0,0
Belize,2001,80,152,1,1,1,0,1,0,2,0,2,2
Benin,2001,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,2001,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,2001,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,2001,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,2001,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,2001,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,2001,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,2001,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,2001,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,2001,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,2001,516,185,1,1,1,1,1,1,0,1,0,2
Cambodia,2001,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,2001,471,191,1,1,1,1,2,1,0,0,2,2
Canada,2001,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,2001,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,2001,482,200,1,1,1,1,1,1,0,0,0,2
Chad,2001,483,203,1,1,1,1,1,1,0,0,0,2
Chile,2001,155,206,1,1,1,1,1,1,2,1,0,2
China,2001,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,2001,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,2001,581,215,1,1,1,1,0,1,0,1,0,0
Congo Kinshasa,2001,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,2001,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,2001,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,2001,437,227,1,1,1,0,1,1,0,0,0,2
Croatia,2001,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,2001,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,2001,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,2001,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,2001,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,2001,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,2001,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,2001,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,2001,130,260,1,1,1,0,1,0,2,1,1,1
Egypt,2001,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,2001,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,2001,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,2001,531,272,1,1,1,1,1,1,2,0,1,0
Estonia,2001,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,2001,530,278,1,1,1,1,1,2,2,1,0,2
